Moment ID,Moment Name - Topic,Prompt,Duration (seconds),Order,Type of Moment,Primary Topic,Ladders to Topic (1),Ladders to Topic (2),Ladders to Topic (3),Ladders to Topic (4)
M00132,Make a Decision,Describe what role you feel faith has in helping you make decisions.,90,1,(free form name),Decision Making,Spirituality,Addiction,Confidence,Relationships
M00132,Make a Decision,Have you made important decisions under the influence of drugs and alcohol?,30,2,(free form name),Decision Making,Spirituality,Addiction,Confidence,Relationships
M00132,Make a Decision,To what extent do you feel luck plays in the outcome of a decision.,60,3,(free form name),Decision Making,Spirituality,Addiction,Confidence,Relationships
M00132,Make a Decision,To what extent do you rely on others to help you make decisions?,90,4,(free form name),Decision Making,Spirituality,Addiction,Confidence,Relationships
M00133,Living with Regret,To what extent are you someone who lives with regret?,90,1,Living with,Decision Making,Being Content,-,-,-
M00133,Living with Regret,"If you could go back in time and change one thing, what might it be?",60,3,Living with,Decision Making,Being Content,-,-,-
M00133,Living with Regret,Describe a time where regret kept you from living your most fulfilling life.,90,2,Living with,Decision Making,Being Content,-,-,-
M00133,Living with Regret,To what extent do you believe that regrets are something you can move on from?,90,4,Living with,Decision Making,Being Content,-,-,-
M00134,Managing Problems,Describe some of things you do to cope with difficulties in your life.,90,2,Managing,Problem Solving,Thoughts,Feelings,-,-
M00134,Managing Problems,Describe a time when you thought you were coping with a problem instead of trying to solve it.,120,3,Managing,Problem Solving,Thoughts,Feelings,-,-
M00134,Managing Problems,To what extent do you believe that all problems have a solution?,60,1,Managing,Problem Solving,Thoughts,Feelings,-,-
M00135,Talk to Me: Cancer,Describe how your cancer diagnosis has disrupted your life.,120,2,Talk to Me,Cancer,Mood,Routine,Feelings,Physiology
M00135,Talk to Me: Cancer,Describe a typical day since your cancer diagnosis.,90,3,Talk to Me,Cancer,Mood,Routine,Feelings,Physiology
M00135,Talk to Me: Cancer,What have you learned since your cancer diagnosis?,120,4,Talk to Me,Cancer,Mood,Routine,Feelings,Physiology
M00135,Talk to Me: Cancer,What feelings do you experience now that you did not before your cancer diagnosis.,180,1,Talk to Me,Cancer,Mood,Routine,Feelings,Physiology
M00136,Living With: Cancer,To what extent do you experience feelings of guilt since your cancer diagnosis?,120,1,Living with,Cancer,Relationships,Decision Making,Care Team,Family
M00136,Living With: Cancer,Who else has your cancer diagnosis affected?,90,3,Living with,Cancer,Relationships,Decision Making,Care Team,Family
M00136,Living With: Cancer,To what extent do you have hope surrounding your cancer diagnosis.,120,2,Living with,Cancer,Relationships,Decision Making,Care Team,Family
M00137,Cancer and Hope,What are your sources of hope as it relates to your cancer diagnosis.,90,2,Living with,Cancer,Mood,Feelings,Mindfulness,-
M00137,Cancer and Hope,To what extent do you feel hopeless when thinking about your cancer diagnosis.,90,3,Living with,Cancer,Mood,Feelings,Mindfulness,-
M00137,Cancer and Hope,To what extent has your career been affected by your cancer diagnosis.,60,1,Living with,Cancer,Mood,Feelings,Mindfulness,-
M00138,Managing: Cancer,To what extent are you able to find moments of joy while living with cancer?,90,3,Managing,Cancer,Mood,Happiness,Activity,
M00138,Managing: Cancer,"What are you sources of hope, joy, and optimism since your cancer diagnosis.",120,4,Managing,Cancer,Mood,Happiness,Activity,
M00138,Managing: Cancer,Describe activities which you have felt a loss of pleasure in since your cancer diagnosis.,180,1,Managing,Cancer,Mood,Happiness,Activity,
M00138,Managing: Cancer,Describe your confidence in the cancer treatment you are currently receiving.,90,2,Managing,Cancer,Mood,Happiness,Activity,
M00139,My Cancer Support System,Describe the support you are receiving at home since your cancer diagnosis.,90,1,(free form name),Cancer,Relationships,Care Team,Self-care,-
M00139,My Cancer Support System,To what extent is your family supporting you during your cancer treatment.,60,2,(free form name),Cancer,Relationships,Care Team,Self-care,
M00139,My Cancer Support System,To what extent is your partner supporting your during you cancer treatment.,60,3,(free form name),Cancer,Relationships,Care Team,Self-care,
M00140,My Cancer co-Pilots,Describe how cancer has changed your relationship with your partner.,120,2,(free form name),Cancer,Relationships,Sex,Love,
M00140,My Cancer co-Pilots,Describe the relationships you count on the most since your cancer diagnosis.,120,3,(free form name),Cancer,Relationships,Sex,Love,
M00140,My Cancer co-Pilots,Is there support you need that aren't currently receiving?,90,1,(free form name),Cancer,Relationships,Sex,Love,
M00141,Cancer and Mental Wellness,Describe any negative thinking you experience as it relates to your cancer diagnosis.,90,3,(free form name),Cancer,Self-love,Self-esteem,Depression,Mood
M00141,Cancer and Mental Wellness,How often do you feel your thoughts have been negative since your cancer diagnosis.,60,2,(free form name),Cancer,Self-love,Self-esteem,Depression,Mood
M00141,Cancer and Mental Wellness,To what extent has your self-image changed since your cancer diagnosis,90,1,(free form name),Cancer,Self-love,Self-esteem,Depression,Mood
M00142,Battling Cancer,To what extent have you wanted to stop your cancer treatment?,60,3,(free form name),Cancer,Anxiety,Depression,Being Social,Mindfulness
M00142,Battling Cancer,To what extent have you experienced cancer-related depression?,60,4,(free form name),Cancer,Anxiety,Depression,Being Social,Mindfulness
M00142,Battling Cancer,Describe some things you wish people would stop saying to you as it pertains to your cancer.,90,1,(free form name),Cancer,Anxiety,Depression,Being Social,Mindfulness
M00142,Battling Cancer,Describe some things which are not helpful as it pertains to cancer and your mental well-being.,90,2,(free form name),Cancer,Anxiety,Depression,Being Social,Mindfulness
M00143,Talk to Me: Women's Health,"In the past 3 years, have you had your annual pap-smear? Describe if it was normal or abnormal.",30,3,Talk to Me,Female Health,Fertility,Physiology,-,-
M00143,Talk to Me: Women's Health,Is there a history of any women's heathcare diagnosis that run in your family?,60,2,Talk to Me,Female Health,Fertility,Physiology,-,-
M00143,Talk to Me: Women's Health,Describe your relationship with your gynocologist.,60,1,Talk to Me,Female Health,Fertility,Physiology,,
M00144,Talk to Me: Menstruation,How long does each period last? Does your cycle run on a 28 day calendar or longer? Explain,90,1,Talk to Me,Female Health,Fertility,Pain,,
M00144,Talk to Me: Menstruation,What do you need to manage your menstrual cycle?,60,2,Talk to Me,Female Health,Fertility,Pain,,
M00144,Talk to Me: Menstruation,Describe how you track your cycle.,39,3,Talk to Me,Female Health,Fertility,Pain,,
M00145,Living with: Premenstrual Problems,"To what extent do you experience problems like bloating, breast tenderness and irritability?",60,3,Living with,Female Health,Physiology,Mood,Pain,Routine
M00145,Living with: Premenstrual Problems,Have you found exercise or any supplement to manage PMS symtoms? Describe,60,2,Living with,Female Health,Physiology,Mood,Pain,Routine
M00145,Living with: Premenstrual Problems,Have you experienced PMS symptoms that entire with your quality of life?,90,1,Living with,Female Health,Physiology,Mood,Pain,Routine
M00146,Living with: Premenstrual Problems,To what extent do menstrual disorders disrupt your daily activities.,90,1,Living with,Female Health,Fertility,Routine,Physiology,Pain
M00146,Living with: Premenstrual Problems,Describe the physical experience of PMDD/endometriosis,120,3,Living with,Female Health,Fertility,Routine,Physiology,Pain
M00146,Living with: Premenstrual Problems,Describe how PMDD/endometriosis affect your mental well-being,90,2,Living with,Female Health,Fertility,Routine,Physiology,Pain
M00146,Living with: Premenstrual Problems,Desrribe the treatments you have received to alleviate the symptoms of PMDD/endometriosis.,120,4,Living with,Female Health,Fertility,Routine,Physiology,Pain
M00147,Talk to Me: Menopause,Describe which symptoms you experience related to menopause.,90,1,Talk to Me,Female Health,Aging,Sex,Mindfulness,Mood
M00147,Talk to Me: Menopause,Desribe how long you've been experiencing perimenopause/menopause.,60,2,Talk to Me,Female Health,Aging,Sex,Mindfulness,Mood
M00147,Talk to Me: Menopause,Describe a time where menopause has interfered with your quality of life,90,3,Talk to Me,Female Health,Aging,Sex,Mindfulness,Mood
M00148,Living With Menopause,Describe lifestyle changes since menopause/postmenopause,120,2,Living with,Female Health,Physiology,Pain,Routine,Aging
M00148,Living With Menopause,Describe the mental health changes you have experienced during menopause,90,1,Living with,Female Health,Physiology,Pain,Routine,Aging
M00149,Managing: Menopause,"Describe the type of relief from hormonal therapy you find helpful. If none, explain.",90,2,Talk to Me,Female Health,Self-care,Mood,Medication,Aging
M00149,Managing: Menopause,Describe some of the things you find most difficult to cope with during menopause,90,3,Talk to Me,Female Health,Self-care,Mood,Medication,Aging
M00149,Managing: Menopause,Do you include a routine of self-care to manage menopause symptoms. What is most effective?,60,1,Talk to Me,Female Health,Self-care,Mood,Medication,Aging
M00150,Talk to Me: Contraception,Is contraception something that you and your partner discussed together? Explain,90,2,Talk to Me,Female Health,Fertility,Sex,Relationships,Decision Making
M00150,Talk to Me: Contraception,What are the types of contracteption you prefer?,60,1,Talk to Me,Female Health,Fertility,Sex,Relationships,Decision Making
M00150,Talk to Me: Contraception,"How do you manage the side effects of contraception, if any. Describe",90,3,Talk to Me,Female Health,Fertility,Sex,Relationships,Decision Making
M00151,Getting Pregnant,To what extent was getting pregnant an easy process for you?,90,1,(free form name),Female Health,Medication,Fertility,Sex,
M00151,Getting Pregnant,Describe any experience you've had with fertility clinics or fertility doctors.,120,3,(free form name),Female Health,Medication,Fertility,Sex,
M00151,Getting Pregnant,Describe any experience you've had with fertility medication or procedures.,120,4,(free form name),Female Health,Medication,Fertility,Sex,
M00151,Getting Pregnant,Describe any experience you've had with fertility trackers.,90,2,(free form name),Female Health,Medication,Fertility,Sex,
M00152,Being Pregnant,Describe the support system you have or had during pregnancy,120,2,Reflect on,Female Health,Fertility,Relationships,Care Team,
M00152,Being Pregnant,Describe any complications you may have experienced during pregnancy,90,4,Reflect on,Female Health,Fertility,Relationships,Care Team,
M00152,Being Pregnant,Describe your feelings and mood throughout your pregnancy?,90,3,Reflect on,Female Health,Fertility,Relationships,Care Team,
M00152,Being Pregnant,To what extent did you love being pregnant?,60,1,Reflect on,Female Health,Fertility,Relationships,Care Team,
M00153,Preganancy Complications,Describe any complications you've had during pregnancy.,120,3,(free form name),Female Health,Mood,Relationships,Care Team,Fertility
M00153,Preganancy Complications,To what extent have you received mental health support for pregnancy complications,60,2,(free form name),Female Health,Mood,Relationships,Care Team,Fertility
M00153,Preganancy Complications,Describe the people in your life that supported you during this time.,90,1,(free form name),Female Health,Mood,Relationships,Care Team,Fertility
M00154,Future Me: Pregnant,Describe any obstacles that you worry about as it pertains to being pregnant.,120,1,Future Me,Female Health,Physiology,Fertility,Relationships,Mindfulness
M00154,Future Me: Pregnant,What feelings do you have when you think about becoming pregnant?,90,3,Future Me,Female Health,Physiology,Fertility,Relationships,Mindfulness
M00154,Future Me: Pregnant,Describe your support system in your desire to become pregnant,60,2,Future Me,Female Health,Physiology,Fertility,Relationships,Mindfulness
M00155,Talk to Me: Motherhood,To what extent is being a mother the most important part of your identity.,90,3,Talk to Me,Parenting,Relationships,Female Health,Career,
M00155,Talk to Me: Motherhood,To what extent do you worry that being a mother will affect your career goals?,90,2,Talk to Me,Parenting,Relationships,Female Health,Career,
M00155,Talk to Me: Motherhood,To what extent do you feel that there is a lot of pressure on being a mother.,60,1,Talk to Me,Parenting,Relationships,Female Health,Career,
M00156,Managing: Parenthood,Describe the circumstances in which you are raising your child/children?,120,2,Managing,Parenting,Relationships,Problem Solving,,
M00156,Managing: Parenthood,Describe your biggest challenges in parenting?,120,1,Managing,Parenting,Relationships,Problem Solving,,
M00156,Managing: Parenthood,What do you need to be a better parent that you don't currently have?,90,3,Managing,Parenting,Relationships,Problem Solving,,
M00157,Single Parenting,Describe the situation which has led to you being a single parent.,180,1,(free form name),Parenting,Relationships,Care Team,Female Health,
M00157,Single Parenting,Describe the benefits you see in being a single parent at this time.,90,2,(free form name),Parenting,Relationships,Care Team,Female Health,
M00157,Single Parenting,Describe any worries you have about being a single parent as it pertains to your own well-being.,120,4,(free form name),Parenting,Relationships,Care Team,Female Health,
M00157,Single Parenting,Desrcribe any worries you have about the the effect of being a single parent on your child/children.,120,3,(free form name),Parenting,Relationships,Care Team,Female Health,
M00158,Reflect On: Motherhood,What would someone who is not a mother be surprised to know about you.,90,1,Reflect on,Parenting,Relationships,Self-esteem,Purpose,Stress
M00158,Reflect On: Motherhood,Describe your greatest joys of being a mother.,60,3,Reflect on,Parenting,Relationships,Self-esteem,Purpose,Stress
M00158,Reflect On: Motherhood,Describe your biggest stresses of being a mother.,90,2,Reflect on,Parenting,Relationships,Self-esteem,Purpose,Stress
M00159,Reflect On: Motherhood Grief,Desribe the loss you have experienced as a result of a miscarriage,120,1,Reflect on,Parenting,Female Health,Care Team,Pain,Grief
M00159,Reflect On: Motherhood Grief,Explain the stages of grief you have experienced as a result of your loss,180,2,Reflect on,Parenting,Female Health,Care Team,Pain,Grief
M00159,Reflect On: Motherhood Grief,Desribe the person/support team you turn to most when you are triggered by your loss,120,3,Reflect on,Parenting,Female Health,Care Team,Pain,Grief
M00160,Social Lives of Mothers,To what extent is the majority of your social life dependent on children right now?,60,1,(free form name),Being Social,Parenting,Female Health,Relationships,
M00160,Social Lives of Mothers,Describe your friend group at the moment. Are most of them parents? What do you do when you are together.,60,2,(free form name),Being Social,Parenting,Female Health,Relationships,
M00160,Social Lives of Mothers,Describe a time where you put being a mother before social or friend activities.,180,3,(free form name),Being Social,Parenting,Female Health,Relationships,
M00161,Talk To Me: Sexual Harrassment,Describe a few ways that a secual harrassment incident has impacted your life and mental health,120,3,Talk to Me,Harrassment,Female Health,Career,Relationships,Confidence
M00161,Talk To Me: Sexual Harrassment,"Prior to an incident of sexual harrassment, what did you believe sexual harrasment was?",90,2,Talk to Me,Harrassment,Female Health,Career,Relationships,Confidence
M00161,Talk To Me: Sexual Harrassment,Describe a time when being a woman was a disadvantage.,120,1,Talk to Me,Harrassment,Female Health,Career,Relationships,Confidence
M00161,Talk To Me: Sexual Harrassment,Describe the support you have received in relation to sexual harrassment.,120,4,Talk to Me,Harrassment,Female Health,Career,Relationships,Confidence
M00162,Reflect On: Female Equality,To what extent do you feel like sexism and misogyny is an obstacle to your career goals.,120,3,Reflect on,Social Issues,Feeling Safe,Female Health,Ambition,
M00162,Reflect On: Female Equality,Describe a time you felt taken advantage of due to your gender,120,2,Reflect on,Social Issues,Feeling Safe,Female Health,Ambition,
M00162,Reflect On: Female Equality,Describe best case scenario for Equality. What does that look like?,90,1,Reflect on,Social Issues,Feeling Safe,Female Health,Ambition,
M00163,Living With: Being a single woman,To what extent do you feel pressured to get into a relationship.,120,3,Living with,Relationships,Female Health,Family,,
M00163,Living With: Being a single woman,Describe what living life as a single woman looks like.,90,2,Living with,Relationships,Female Health,Family,,
M00163,Living With: Being a single woman,Describe your social network or community.,90,1,Living with,Relationships,Female Health,Family,,
M00164,Talk To Me: Career Woman,Explain your career stressors.,90,2,Talk to Me,Career,Female Health,Ambition,Decision Making,
M00164,Talk To Me: Career Woman,Describe how important a career is to you and what priority it plays in your life.,120,3,Talk to Me,Career,Female Health,Ambition,Decision Making,
M00164,Talk To Me: Career Woman,Describe how your career affects your mental well being.,90,1,Talk to Me,Career,Female Health,Ambition,Decision Making,
M00164,Talk To Me: Career Woman,To what extent do you think you are given the same career opportunities as male counterparts?,90,4,Talk to Me,Career,Female Health,Ambition,Decision Making,
M00165,Talk To Me: Fair Pay,To what extent do you think you are being paid fairly for the work you do?,30,2,Talk to Me,Career,Female Health,Social Issues,,
M00165,Talk To Me: Fair Pay,Describe a situation where being a woman is an advantage for the work you do.,90,3,Talk to Me,Career,Female Health,Social Issues,,
M00165,Talk To Me: Fair Pay,To what extent do you feel like career success comes at the expense of being a mother.,90,1,Talk to Me,Career,Female Health,Social Issues,,
M00166,Talk to Me: Anger/Rage,Describe what makes you angry.,90,2,Talk to Me,Anger,Mood,Feelings,Thoughts,Relationships
M00166,Talk to Me: Anger/Rage,Describe how you express your feelings of anger.,90,3,Talk to Me,Anger,Mood,Feelings,Thoughts,Relationships
M00166,Talk to Me: Anger/Rage,To what extent is anger negative affecting your life?,60,1,Talk to Me,Anger,Mood,Feelings,Thoughts,Relationships
M00166,Talk to Me: Anger/Rage,What positives do you feel can come from non-destructive anger,90,4,Talk to Me,Anger,Mood,Feelings,Thoughts,Relationships
M00167,Living With: Anger,Does your anger turn to rage?,30,2,Living with,Anger,Relationships,Fear,Feelings,Stress
M00167,Living With: Anger,Does your anger turn to violence?,30,3,Living with,Anger,Relationships,Fear,Feelings,Stress
M00167,Living With: Anger,"Prior to an anger outrage, is there a moment you pause before or do you black out? Explain",120,5,Living with,Anger,Relationships,Fear,Feelings,Stress
M00167,Living With: Anger,Are there steps you could do to prevent anger rages that you are not taking? What could they be?,90,4,Living with,Anger,Relationships,Fear,Feelings,Stress
M00167,Living With: Anger,Describe the emotions after you experience intense anger emotions?,120,1,Living with,Anger,Relationships,Fear,Feelings,Stress
M00168,Talk To Me: Struggle,Describe a time when you've struggled.,120,1,Talk to Me,Problem Solving,Relationships,Decision Making,Compassion,
M00168,Talk To Me: Struggle,Describe your reaction to a recent struggle.,90,3,Talk to Me,Problem Solving,Relationships,Decision Making,Compassion,
M00168,Talk To Me: Struggle,Describe how the experience of struggling impacts your mental health.,60,2,Talk to Me,Problem Solving,Relationships,Decision Making,Compassion,
M00169,Living With: Struggle,When did you begin to feel like life was a struggle? Can you recall a specific age?,120,1,Living with,Problem Solving,Aging,Care Team,Feeling Safe,
M00169,Living With: Struggle,Can you share your feelings about struggling with anyone?,90,3,Living with,Problem Solving,Aging,Care Team,Feeling Safe,
M00169,Living With: Struggle,What are 2 tools you use to help ease the emotional pain of struggling,90,2,Living with,Problem Solving,Aging,Care Team,Feeling Safe,
M00170,Talk to Me: Failure,Describe a time where you feel you've failed at something.,90,3,Talk to Me,Failure,Self-esteem,Confidence,-,-
M00170,Talk to Me: Failure,What has your reaction to failure historically been?,90,2,Talk to Me,Failure,Self-esteem,Confidence,-,-
M00170,Talk to Me: Failure,To what extent do you feel like a failure?,60,1,Talk to Me,Failure,Self-esteem,Confidence,-,-
M00171,Talk to Me: Crying,What prompts you to cry?,30,1,Talk to Me,Mood,Feelings,Self-love,Self-care,-
M00171,Talk to Me: Crying,What does crying look like for you?,60,2,Talk to Me,Mood,Feelings,Self-love,Self-care,-
M00171,Talk to Me: Crying,Who do you cry with?,30,3,Talk to Me,Mood,Feelings,Self-love,Self-care,-
M00171,Talk to Me: Crying,What makes you feel better in the aftermath of crying?,60,4,Talk to Me,Mood,Feelings,Self-love,Self-care,
M00172,Talk to Me: Obstacles,What obstacles do you face on a daily basis?,90,2,Talk to Me,Problem Solving,Failure,Being Content,-,-
M00172,Talk to Me: Obstacles,How do obstacles affect your day-to-day activity?,90,3,Talk to Me,Problem Solving,Failure,Being Content,-,-
M00172,Talk to Me: Obstacles,Describe what you've learned from an obstacle or from overcoming an obstacle.,120,1,Talk to Me,Problem Solving,Failure,Being Content,,
M00173,Talk to Me: Trauma,Do you know what Trauma is? (this is a signalling question),90,2,Talk to Me,Trauma,Mood,Self-love,Physiology,Pain
M00173,Talk to Me: Trauma,To what extent are you living with trauma,60,1,Talk to Me,Trauma,Mood,Self-love,Physiology,Pain
M00173,Talk to Me: Trauma,What don't people understand about living with trauma,120,3,Talk to Me,Trauma,Mood,Self-love,Physiology,Pain
M00174,Living With: Trauma,To what extent is the response to your trauma a physical response?,90,1,Living with,Trauma,Mood,Physiology,Self-love,
M00174,Living With: Trauma,To what extent is the response to your trauma a mental response?,90,3,Living with,Trauma,Mood,Physiology,Self-love,
M00174,Living With: Trauma,To what extent is the response to your trauma an emotional response?,90,2,Living with,Trauma,Mood,Physiology,Self-love,
M00175,Reflect on: Trauma,Describe how you feel trauma is affecting your behavior.,60,1,Reflect on,Trauma,Mood,Spirituality,Self-love,
M00175,Reflect on: Trauma,Describe how you feel trauma is affecting your spiritual life.,60,2,Reflect on,Trauma,Mood,Spirituality,Self-love,
M00175,Reflect on: Trauma,Describe how living with trauma affects your mental health. Why do you think this?,180,3,Reflect on,Trauma,Mood,Spirituality,Self-love,
M00176,Talk to Me: Racism,Describe a time that you felt you were discriminated against.,180,3,Talk to Me,Social Issues,Self-love,Self-esteem,Empathy,Trauma
M00176,Talk to Me: Racism,How has racism or discrimination effected your life?,120,1,Talk to Me,Social Issues,Self-love,Self-esteem,Empathy,Trauma
M00176,Talk to Me: Racism,Who is in your support system. Explain what a support system looks like.,90,2,Talk to Me,Social Issues,Self-love,Self-esteem,Empathy,Trauma
M00177,Living With: Discrimination,Describe how discrimination has impacted the quality of your life,90,1,Living with,Social Issues,Self-esteem,Stress,,
M00177,Living With: Discrimination,Explain how racism has prevented you from achieving any goals.,90,2,Living with,Social Issues,Self-esteem,Stress,,
M00177,Living With: Discrimination,Are you not getting what you think you need. Explain what that would be.,120,3,Living with,Social Issues,Self-esteem,Stress,,
M00178,Talk to Me: Medication,Describe the medications you are currently taking.,30,1,Talk to Me,Medication,Routine,Healthcare,,
M00178,Talk to Me: Medication,Describe how long you've been on medication.,30,2,Talk to Me,Medication,Routine,Healthcare,,
M00178,Talk to Me: Medication,To what extent do you think adhering to your medication is difficult.,60,3,Talk to Me,Medication,Routine,Healthcare,,
M00178,Talk to Me: Medication,Describe any side effects as a result of your prescription.,60,4,Talk to Me,Medication,Routine,Healthcare,,
M00179,Living With: Medication,To what extent do you require assistance in taking your medication.,60,2,Living with,Medication,Routine,Care Team,Healthcare,
M00179,Living With: Medication,To what extent are you able to afford your medication. Have you ever had to go without?,90,3,Living with,Medication,Routine,Care Team,Healthcare,
M00179,Living With: Medication,Describe what your life is like without medication.,120,1,Living with,Medication,Routine,Care Team,Healthcare,
M00180,What else are you taking?,Describe your experience with traditional or holistic medicines.,120,4,(free form name),Medication,Care Team,Feeling Safe,,
M00180,What else are you taking?,Describe your experience with psychadelics,120,3,(free form name),Medication,Care Team,Feeling Safe,,
M00180,What else are you taking?,To what extent does your health care team know what holistic or oral medicines you're taking?,90,2,(free form name),Medication,Care Team,Feeling Safe,,
M00180,What else are you taking?,To what extent are you nervous about telling your care team about your natural remedies,90,1,(free form name),Medication,Care Team,Feeling Safe,,
M00181,Talk to Me: Natural Disasters,To what extent do you worry about natural disasters affecting your life?,60,2,Talk to Me,Environment,Routine,Career,Family,
M00181,Talk to Me: Natural Disasters,Describe any natural disasters you have experienced first hand.,120,1,Talk to Me,Environment,Routine,Career,Family,
M00181,Talk to Me: Natural Disasters,To what extent are you prepared for natural disasters?,60,3,Talk to Me,Environment,Routine,Career,Family,
M00182,Living with: Climate Change,To what extent do you worry about climate change?,60,4,Living with,Environment,Physical Space,Empathy,,
M00182,Living with: Climate Change,Who or what do you worry about the most when you think about the effects of climate change.,60,3,Living with,Environment,Physical Space,Empathy,,
M00182,Living with: Climate Change,Describe your reaction to those who think climate change is a hoax.,120,1,Living with,Environment,Physical Space,Empathy,,
M00182,Living with: Climate Change,To what extent do you think climate change is a threat to the planet.,120,2,Living with,Environment,Physical Space,Empathy,,
M00183,Think Global,Describe some things you and your immediate family do in response to climate change.,90,3,(free form name),Environment,Family,Empathy,Fear,
M00183,Think Global,To what extent do you live in a community that is responding well to climate change?,60,2,(free form name),Environment,Family,Empathy,Fear,
M00183,Think Global,Are you an active member of climate change initiatives in your community? Describe.,60,1,(free form name),Environment,Family,Empathy,Fear,
M00183,Think Global,What could you be doing that you currently aren't in resonse to climate change.,90,4,(free form name),Environment,Family,Empathy,Fear,
M00184,Talk to Me: Politics,Describe the place politics has in your life.,90,1,Talk to Me,Being Social,Media Consumption,Mood,Relationships,
M00184,Talk to Me: Politics,To what extent would you describe yourself was a political person.,90,2,Talk to Me,Being Social,Media Consumption,Mood,Relationships,-
M00184,Talk to Me: Politics,Describe what place political beliefs have in your day to day activities.,60,3,Talk to Me,Being Social,Media Consumption,Mood,Relationships,
M00185,Reflect On: Politics,To what extent are you able to see the viewpoint of those who have different politics than you,120,2,Reflect on,Being Social,Media Consumption,Mood,,
M00185,Reflect On: Politics,"Describe the effect that politics has on your mental health,",90,1,Reflect on,Being Social,Media Consumption,Mood,,
M00185,Reflect On: Politics,What are some of the ways your political perspective makes the world a better place.,90,3,Reflect on,Being Social,Media Consumption,Mood,,
M00185,Reflect On: Politics,To what extent do you wish you were not so politically engaged.,60,4,Reflect on,Being Social,Media Consumption,Mood,,
M00186,What's your Story?,Describe a time when you've been someone's savior.,180,4,(free form name),Self-love,Problem Solving,Confidence,Self-esteem,-
M00186,What's your Story?,Describe a time when you've felt powerful.,180,3,(free form name),Self-love,Problem Solving,Confidence,Self-esteem,-
M00186,What's your Story?,Describe a time when you've felt like the victim.,180,2,(free form name),Self-love,Problem Solving,Confidence,Self-esteem,-
M00186,What's your Story?,Describe a time when you've felt pursued.,180,1,(free form name),Self-love,Problem Solving,Confidence,Self-esteem,-
M00187,What's your Story?,Describe a time when you've felt like a visionary.,180,1,(free form name),Self-love,Problem Solving,-,-,-
M00187,What's your Story?,Describe a time when you've felt like a facilitator.,180,2,(free form name),Self-love,Problem Solving,-,-,-
M00187,What's your Story?,Describe a time when you've felt like a villain.,180,3,(free form name),Self-love,Problem Solving,-,-,-
M00188,Talk to Me: Medical History,Describe your history with medical surgeries,180,1,Talk to Me,Healthcare,Care Team,Physiology,Medication,Pain
M00188,Talk to Me: Medical History,Describe your history with receiveing medical diagnosis.,180,4,Talk to Me,Healthcare,Care Team,Physiology,Medication,Pain
M00188,Talk to Me: Medical History,Describe your experience with prolonged medical treatment.,90,2,Talk to Me,Healthcare,Care Team,Physiology,Medication,Pain
M00188,Talk to Me: Medical History,Describe your experience with side effects due to a medical treatment.,90,3,Talk to Me,Healthcare,Care Team,Physiology,Medication,Pain
M00189,Talk to Me: Medical History,"Describe any complications you've had with surgery, medical treatment, or medications.",90,1,Talk to Me,Healthcare,Physiology,-,-,-
M00189,Talk to Me: Medical History,Describe your experience with aftercare or recovery from surgery.,120,2,Talk to Me,Healthcare,Physiology,,,
M00189,Talk to Me: Medical History,Describe your experience with rehabilitation from surgery or injury.,120,3,Talk to Me,Healthcare,Physiology,,,
M00190,Reflect On: Medical Trust,To what extent do you trust your health care provider and doctor?,60,4,Reflect on,Healthcare,Care Team,Medication,Confidence,Self-esteem
M00190,Reflect On: Medical Trust,Is there something you want to tell your doctor that you haven't? Describe that.,90,5,Reflect on,Healthcare,Care Team,Medication,Confidence,Self-esteem
M00190,Reflect On: Medical Trust,What barriers exist to you telling your doctor the whole truth?,90,6,Reflect on,Healthcare,Care Team,Medication,Confidence,Self-esteem
M00190,Reflect On: Medical Trust,Describe a time where you withheld information from your health care team.,120,1,Reflect on,Healthcare,Care Team,Medication,Confidence,Self-esteem
M00190,Reflect On: Medical Trust,To what extent do you trust your health care team to give you the right directions.,120,3,Reflect on,Healthcare,Care Team,Medication,Confidence,Self-esteem
M00190,Reflect On: Medical Trust,What are some areas you aren't comfortable discussing with your health care team.,180,2,Reflect on,Healthcare,Care Team,Medication,Confidence,Self-esteem
M00191,iatrophobia,To what extent are you comfortable in hospitals or medical offices.,120,1,(free form name),Healthcare,Physical Space,,,
M00191,iatrophobia,Describe and fears you have as it relates to hospitals or doctors.,180,2,(free form name),Healthcare,Physical Space,,,
M00192,Heath Care,To what extent do you feel like your doctor(s) are answering your questions?,120,1,(free form name),Healthcare,Care Team,,,
M00192,Heath Care,To what extent do you feel like your doctor(s) are providing you the right resources?,90,2,(free form name),Healthcare,Care Team,,,
M00192,Heath Care,Describe a time you were disatisfied with the care you were receiving.,180,4,(free form name),Healthcare,Care Team,,,
M00192,Heath Care,Describe a time you were satisfied with the care you were receiving.,180,3,(free form name),Healthcare,Care Team,,,
M00193,Project: Health Questions,Write down a list of questions you have for your care team. Which ones could you perhaps answer on your own and which do you need to ask next time you have the chance?,600,1,Project,Healthcare,Female Health,Male Health,Self-care,
M00194,Talk to Me: Men's Health,"In the past 3 years, have you visited a proctologist or urologist?",60,2,Talk to Me,Male Health,Aging,Self-care,,
M00194,Talk to Me: Men's Health,Is there a history of any men's heathcare diagnoses that run in your family?,60,3,Talk to Me,Male Health,Aging,Self-care,,
M00194,Talk to Me: Men's Health,Describe your relationship with your doctor.,60,1,Talk to Me,Male Health,Aging,Self-care,,
